A,ACT,Y15,T,PER,NO	11874 
A,ACT,Y15,T,PER,PL	13522 
A,ACT,Y15,T,PER,PT	7797 
A,ACT,Y15,T,PER,RO	20436 
A,ACT,Y15,T,PER,SI	135 
A,ACT,Y15,T,PER,SK	0 
A,ACT,Y15,T,PER,TR	380406 
A,ACT,Y15-19,F,PER,AT	86923 
A,ACT,Y15-19,F,PER,BG	67950 
A,ACT,Y15-19,F,PER,CH	95595 
A,ACT,Y15-19,F,PER,CY	3113 
A,ACT,Y15-19,F,PER,CZ	42548 
A,ACT,Y15-19,F,PER,DK	73686 
A,ACT,Y15-19,F,PER,EE	4061 
A,ACT,Y15-19,F,PER,EL	40744 
A,ACT,Y15-19,F,PER,ES	239602 
A,ACT,Y15-19,F,PER,FI	38363 
A,ACT,Y15-19,F,PER,FR	181970 
A,ACT,Y15-19,F,PER,HU	32426 
A,ACT,Y15-19,F,PER,IE	24481 
A,ACT,Y15-19,F,PER,IT	229588 
A,ACT,Y15-19,F,PER,LI	474 
A,ACT,Y15-19,F,PER,LT	10482 
A,ACT,Y15-19,F,PER,LU	1588 
A,ACT,Y15-19,F,PER,LV	11061 
A,ACT,Y15-19,F,PER,NL	222285 
A,ACT,Y15-19,F,PER,NO	20387 
A,ACT,Y15-19,F,PER,PL	177177 
A,ACT,Y15-19,F,PER,PT	78705 
A,ACT,Y15-19,F,PER,RO	133345 
A,ACT,Y15-19,F,PER,SE	49552 
A,ACT,Y15-19,F,PER,SI	4382 
A,ACT,Y15-19,F,PER,SK	45611 
A,ACT,Y15-19,F,PER,TR	1352665 
A,ACT,Y15-19,F,PER,UK	771730 
A,ACT,Y15-19,M,PER,AT	124668 
A,ACT,Y15-19,M,PER,BG	84579 
A,ACT,Y15-19,M,PER,CH	117483 
A,ACT,Y15-19,M,PER,CY	2590 
A,ACT,Y15-19,M,PER,CZ	56169 
A,ACT,Y15-19,M,PER,DK	84766 
A,ACT,Y15-19,M,PER,EE	7728 
A,ACT,Y15-19,M,PER,EL	73964 
A,ACT,Y15-19,M,PER,ES	385931 
A,ACT,Y15-19,M,PER,FI	36978 
A,ACT,Y15-19,M,PER,FR	332745 
A,ACT,Y15-19,M,PER,HU	49810 
A,ACT,Y15-19,M,PER,IE	41282 
A,ACT,Y15-19,M,PER,IT	307989 
A,ACT,Y15-19,M,PER,LI	542 
A,ACT,Y15-19,M,PER,LT	15669 
A,ACT,Y15-19,M,PER,LU	2396 
A,ACT,Y15-19,M,PER,LV	17490 
A,ACT,Y15-19,M,PER,NL	232984 
A,ACT,Y15-19,M,PER,NO	20987 
A,ACT,Y15-19,M,PER,PL	247163 
A,ACT,Y15-19,M,PER,PT	108518 
A,ACT,Y15-19,M,PER,RO	203178 
A,ACT,Y15-19,M,PER,SE	45821 
A,ACT,Y15-19,M,PER,SI	7287 
A,ACT,Y15-19,M,PER,SK	45971 
A,ACT,Y15-19,M,PER,TR	1862279 
A,ACT,Y15-19,M,PER,UK	843392 
A,ACT,Y15-19,T,PER,AT	211591 
A,ACT,Y15-19,T,PER,BG	152529 
A,ACT,Y15-19,T,PER,CH	213078 
A,ACT,Y15-19,T,PER,CY	5703 
A,ACT,Y15-19,T,PER,CZ	98717 
A,ACT,Y15-19,T,PER,DK	158452 
A,ACT,Y15-19,T,PER,EE	11789 
A,ACT,Y15-19,T,PER,EL	114708 
A,ACT,Y15-19,T,PER,ES	625533 
A,ACT,Y15-19,T,PER,FI	75341 
A,ACT,Y15-19,T,PER,FR	514715 
A,ACT,Y15-19,T,PER,HU	82236 
A,ACT,Y15-19,T,PER,IE	65763 
A,ACT,Y15-19,T,PER,IT	537577 
A,ACT,Y15-19,T,PER,LI	1016 
A,ACT,Y15-19,T,PER,LT	26151 
A,ACT,Y15-19,T,PER,LU	3984 
A,ACT,Y15-19,T,PER,LV	28551 
A,ACT,Y15-19,T,PER,NL	455270 
A,ACT,Y15-19,T,PER,NO	41374 
A,ACT,Y15-19,T,PER,PL	424340 
A,ACT,Y15-19,T,PER,PT	187223 
A,ACT,Y15-19,T,PER,RO	336523 
A,ACT,Y15-19,T,PER,SE	95373 
A,ACT,Y15-19,T,PER,SI	11669 
A,ACT,Y15-19,T,PER,SK	91582 
A,ACT,Y15-19,T,PER,TR	3214944 
A,ACT,Y15-19,T,PER,UK	1615122 
A,ACT,Y16,F,PER,AT	14008 
A,ACT,Y16,F,PER,BG	7146 
A,ACT,Y16,F,PER,CH	14899 
A,ACT,Y16,F,PER,CY	144 
A,ACT,Y16,F,PER,CZ	1952 
A,ACT,Y16,F,PER,DK	13235 
A,ACT,Y16,F,PER,EE	125 
A,ACT,Y16,F,PER,EL	2831 
A,ACT,Y16,F,PER,ES	26605 
A,ACT,Y16,F,PER,FI	3951 
A,ACT,Y16,F,PER,FR	12858 
A,ACT,Y16,F,PER,HU	914 
A,ACT,Y16,F,PER,IE	1771 
A,ACT,Y16,F,PER,IT	20929 
A,ACT,Y16,F,PER,LI	88 
A,ACT,Y16,F,PER,LT	1032 
A,ACT,Y16,F,PER,LU	136 
A,ACT,Y16,F,PER,LV	597 
A,ACT,Y16,F,PER,NL	44788 
A,ACT,Y16,F,PER,NO	9811 
A,ACT,Y16,F,PER,PL	9333 
A,ACT,Y16,F,PER,PT	8742 
A,ACT,Y16,F,PER,RO	13205 
A,ACT,Y16,F,PER,SE	1391 
A,ACT,Y16,F,PER,SI	116 
A,ACT,Y16,F,PER,SK	1107 
A,ACT,Y16,F,PER,TR	219608 
A,ACT,Y16,F,PER,UK	129771 
A,ACT,Y16,M,PER,AT	22898 
A,ACT,Y16,M,PER,BG	7443 
A,ACT,Y16,M,PER,CH	20290 
A,ACT,Y16,M,PER,CY	452 
A,ACT,Y16,M,PER,CZ	2376 
A,ACT,Y16,M,PER,DK	15486 
A,ACT,Y16,M,PER,EE	224 
A,ACT,Y16,M,PER,EL	8675 
A,ACT,Y16,M,PER,ES	49122 
A,ACT,Y16,M,PER,FI	3823 
A,ACT,Y16,M,PER,FR	33640 
A,ACT,Y16,M,PER,HU	1237 
A,ACT,Y16,M,PER,IE	3703 
A,ACT,Y16,M,PER,IT	35634 
A,ACT,Y16,M,PER,LI	93 
A,ACT,Y16,M,PER,LT	1330 
A,ACT,Y16,M,PER,LU	259 
A,ACT,Y16,M,PER,LV	1202 
A,ACT,Y16,M,PER,NL	45093 
A,ACT,Y16,M,PER,NO	9781 
A,ACT,Y16,M,PER,PL	15285 
A,ACT,Y16,M,PER,PT	13340 
A,ACT,Y16,M,PER,RO	19100 
A,ACT,Y16,M,PER,SE	1535 
A,ACT,Y16,M,PER,SI	210 
A,ACT,Y16,M,PER,SK	1237 
A,ACT,Y16,M,PER,TR	283013 
A,ACT,Y16,M,PER,UK	127855 
A,ACT,Y16,T,PER,AT	36906 
A,ACT,Y16,T,PER,BG	14589 
A,ACT,Y16,T,PER,CH	35189 
A,ACT,Y16,T,PER,CY	596 
A,ACT,Y16,T,PER,CZ	4328 
A,ACT,Y16,T,PER,DK	28721 
A,ACT,Y16,T,PER,EE	349 
A,ACT,Y16,T,PER,EL	11506 
A,ACT,Y16,T,PER,ES	75727 
A,ACT,Y16,T,PER,FI	7774 
A,ACT,Y16,T,PER,FR	46498 
A,ACT,Y16,T,PER,HU	2151 
A,ACT,Y16,T,PER,IE	5474 
A,ACT,Y16,T,PER,IT	56563 
A,ACT,Y16,T,PER,LI	181 
A,ACT,Y16,T,PER,LT	2362 
A,ACT,Y16,T,PER,LU	395 
A,ACT,Y16,T,PER,LV	1799 
A,ACT,Y16,T,PER,NL	89881 
A,ACT,Y16,T,PER,NO	19592 
A,ACT,Y16,T,PER,PL	24618 
A,ACT,Y16,T,PER,PT	22082 
A,ACT,Y16,T,PER,RO	32305 
A,ACT,Y16,T,PER,SE	2926 
A,ACT,Y16,T,PER,SI	326 
A,ACT,Y16,T,PER,SK	2344 
A,ACT,Y16,T,PER,TR	502621 
A,ACT,Y16,T,PER,UK	257626 
A,ACT,Y17,F,PER,AT	18243 
A,ACT,Y17,F,PER,BG	10642 
A,ACT,Y17,F,PER,CH	21867 
A,ACT,Y17,F,PER,CY	479 
A,ACT,Y17,F,PER,CZ	3395 
A,ACT,Y17,F,PER,DK	15602 
A,ACT,Y17,F,PER,EE	362 
A,ACT,Y17,F,PER,EL	5489 
A,ACT,Y17,F,PER,ES	43670 
A,ACT,Y17,F,PER,FI	6389 
A,ACT,Y17,F,PER,FR	25227 
A,ACT,Y17,F,PER,HU	3266 
A,ACT,Y17,F,PER,IE	3184 
A,ACT,Y17,F,PER,IT	34438 
A,ACT,Y17,F,PER,LI	106 
A,ACT,Y17,F,PER,LT	784 
A,ACT,Y17,F,PER,LU	307 
A,ACT,Y17,F,PER,LV	1201 
A,ACT,Y17,F,PER,NL	53408 
A,ACT,Y17,F,PER,NO	15789 
A,ACT,Y17,F,PER,PL	14815 
A,ACT,Y17,F,PER,PT	13909 
A,ACT,Y17,F,PER,RO	21717 
A,ACT,Y17,F,PER,SE	4671 
A,ACT,Y17,F,PER,SI	265 
A,ACT,Y17,F,PER,SK	4231 
A,ACT,Y17,F,PER,TR	278438 
A,ACT,Y17,F,PER,UK	197226 
A,ACT,Y17,M,PER,AT	27209 
A,ACT,Y17,M,PER,BG	11884 
A,ACT,Y17,M,PER,CH	28365 
A,ACT,Y17,M,PER,CY	496 
A,ACT,Y17,M,PER,CZ	4593 
A,ACT,Y17,M,PER,DK	17463 
A,ACT,Y17,M,PER,EE	885 
A,ACT,Y17,M,PER,EL	14667 
A,ACT,Y17,M,PER,ES	78483 
A,ACT,Y17,M,PER,FI	5883 
A,ACT,Y17,M,PER,FR	60118 
A,ACT,Y17,M,PER,HU	5066 
A,ACT,Y17,M,PER,IE	6609 
A,ACT,Y17,M,PER,IT	58012 
A,ACT,Y17,M,PER,LI	120 
A,ACT,Y17,M,PER,LT	1844 
A,ACT,Y17,M,PER,LU	421 
A,ACT,Y17,M,PER,LV	2738 
A,ACT,Y17,M,PER,NL	55459 
A,ACT,Y17,M,PER,NO	16707 
A,ACT,Y17,M,PER,PL	24908 
A,ACT,Y17,M,PER,PT	21551 
A,ACT,Y17,M,PER,RO	32597 
A,ACT,Y17,M,PER,SE	4687 
A,ACT,Y17,M,PER,SI	505 
A,ACT,Y17,M,PER,SK	5226 
A,ACT,Y17,M,PER,TR	382142 
A,ACT,Y17,M,PER,UK	215256 
A,ACT,Y17,T,PER,AT	45452 
A,ACT,Y17,T,PER,BG	22526 
A,ACT,Y17,T,PER,CH	50232 
A,ACT,Y17,T,PER,CY	975 
A,ACT,Y17,T,PER,CZ	7988 
A,ACT,Y17,T,PER,DK	33065 
A,ACT,Y17,T,PER,EE	1247 
A,ACT,Y17,T,PER,EL	20156 
A,ACT,Y17,T,PER,ES	122153 
A,ACT,Y17,T,PER,FI	12272 
A,ACT,Y17,T,PER,FR	85345 
A,ACT,Y17,T,PER,HU	8332 
A,ACT,Y17,T,PER,IE	9793 
A,ACT,Y17,T,PER,IT	92450 
A,ACT,Y17,T,PER,LI	226 
A,ACT,Y17,T,PER,LT	2628 
A,ACT,Y17,T,PER,LU	728 
A,ACT,Y17,T,PER,LV	3939 
A,ACT,Y17,T,PER,NL	108867 
A,ACT,Y17,T,PER,NO	32496 
A,ACT,Y17,T,PER,PL	39723 
A,ACT,Y17,T,PER,PT	35460 
A,ACT,Y17,T,PER,RO	54314 
A,ACT,Y17,T,PER,SE	9358 
A,ACT,Y17,T,PER,SI	770 
A,ACT,Y17,T,PER,SK	9457 
A,ACT,Y17,T,PER,TR	660580 
A,ACT,Y17,T,PER,UK	412482 
A,ACT,Y18,F,PER,AT	22662 
A,ACT,Y18,F,PER,BG	20979 
A,ACT,Y18,F,PER,CH	26143 
A,ACT,Y18,F,PER,CY	1009 
A,ACT,Y18,F,PER,CZ	9329 
A,ACT,Y18,F,PER,DK	16585 
A,ACT,Y18,F,PER,EE	1202 
A,ACT,Y18,F,PER,EL	11724 
A,ACT,Y18,F,PER,ES	70769 
A,ACT,Y18,F,PER,FI	9441 
A,ACT,Y18,F,PER,FR	53450 
A,ACT,Y18,F,PER,HU	9450 
A,ACT,Y18,F,PER,IE	6757 
A,ACT,Y18,F,PER,IT	57698 
A,ACT,Y18,F,PER,LI	125 
A,ACT,Y18,F,PER,LT	2563 
A,ACT,Y18,F,PER,LU	413 
A,ACT,Y18,F,PER,LV	3380 
A,ACT,Y18,F,PER,NL	58350 
A,ACT,Y18,F,PER,NO	19653 
A,ACT,Y18,F,PER,PL	43904 
A,ACT,Y18,F,PER,PT	22786 
A,ACT,Y18,F,PER,RO	35258 
A,ACT,Y18,F,PER,SE	12780 
A,ACT,Y18,F,PER,SI	1176 
A,ACT,Y18,F,PER,SK	13686 
A,ACT,Y18,F,PER,TR	345604 
A,ACT,Y18,F,PER,UK	216231 
A,ACT,Y18,M,PER,AT	31065 
A,ACT,Y18,M,PER,BG	26013 
A,ACT,Y18,M,PER,CH	31154 
A,ACT,Y18,M,PER,CY	417 
A,ACT,Y18,M,PER,CZ	13777 
A,ACT,Y18,M,PER,DK	18494 
A,ACT,Y18,M,PER,EE	2337 
A,ACT,Y18,M,PER,EL	23316 
A,ACT,Y18,M,PER,ES	112804 
A,ACT,Y18,M,PER,FI	10546 
A,ACT,Y18,M,PER,FR	99144 
A,ACT,Y18,M,PER,HU	15254 
A,ACT,Y18,M,PER,IE	12113 
A,ACT,Y18,M,PER,IT	79649 
A,ACT,Y18,M,PER,LI	150 
A,ACT,Y18,M,PER,LT	4493 
A,ACT,Y18,M,PER,LU	707 
A,ACT,Y18,M,PER,LV	5549 
A,ACT,Y18,M,PER,NL	62861 
A,ACT,Y18,M,PER,NO	20404 
A,ACT,Y18,M,PER,PL	70123 
A,ACT,Y18,M,PER,PT	31260 
A,ACT,Y18,M,PER,RO	58170 
A,ACT,Y18,M,PER,SE	11443 
A,ACT,Y18,M,PER,SI	2086 
A,ACT,Y18,M,PER,SK	15144 
A,ACT,Y18,M,PER,TR	482092 
A,ACT,Y18,M,PER,UK	243361 
A,ACT,Y18,T,PER,AT	53727 
A,ACT,Y18,T,PER,BG	46992 
A,ACT,Y18,T,PER,CH	57297 
A,ACT,Y18,T,PER,CY	1426 
A,ACT,Y18,T,PER,CZ	23106 
A,ACT,Y18,T,PER,DK	35079 
A,ACT,Y18,T,PER,EE	3539 
A,ACT,Y18,T,PER,EL	35040 
A,ACT,Y18,T,PER,ES	183573 
A,ACT,Y18,T,PER,FI	19987 
A,ACT,Y18,T,PER,FR	152594 
A,ACT,Y18,T,PER,HU	24704 
A,ACT,Y18,T,PER,IE	18870 
A,ACT,Y18,T,PER,IT	137347 
A,ACT,Y18,T,PER,LI	275 
A,ACT,Y18,T,PER,LT	7056 
A,ACT,Y18,T,PER,LU	1120 
A,ACT,Y18,T,PER,LV	8929 
A,ACT,Y18,T,PER,NL	121211 
A,ACT,Y18,T,PER,NO	40057 
A,ACT,Y18,T,PER,PL	114027 
A,ACT,Y18,T,PER,PT	54046 
A,ACT,Y18,T,PER,RO	93428 
A,ACT,Y18,T,PER,SE	24223 
A,ACT,Y18,T,PER,SI	3262 
A,ACT,Y18,T,PER,SK	28830 
A,ACT,Y18,T,PER,TR	827696 
A,ACT,Y18,T,PER,UK	459592 
A,ACT,Y19,F,PER,AT	28131 
A,ACT,Y19,F,PER,BG	29010 
A,ACT,Y19,F,PER,CH	28338 
A,ACT,Y19,F,PER,CY	1406 
A,ACT,Y19,F,PER,CZ	27779 
A,ACT,Y19,F,PER,DK	18772 
A,ACT,Y19,F,PER,EE	2352 
A,ACT,Y19,F,PER,EL	19715 
A,ACT,Y19,F,PER,ES	96470 
A,ACT,Y19,F,PER,FI	16057 
A,ACT,Y19,F,PER,FR	88054 
A,ACT,Y19,F,PER,HU	18646 
A,ACT,Y19,F,PER,IE	11272 
A,ACT,Y19,F,PER,IT	105427 
A,ACT,Y19,F,PER,LI	133 
A,ACT,Y19,F,PER,LT	5514 
A,ACT,Y19,F,PER,LU	666 
A,ACT,Y19,F,PER,LV	5721 
A,ACT,Y19,F,PER,NL	65740 
A,ACT,Y19,F,PER,NO	51178 
A,ACT,Y19,F,PER,PL	103957 
A,ACT,Y19,F,PER,PT	29975 
A,ACT,Y19,F,PER,RO	54896 
A,ACT,Y19,F,PER,SE	30710 
A,ACT,Y19,F,PER,SI	2771 
A,ACT,Y19,F,PER,SK	26587 
A,ACT,Y19,F,PER,TR	331589 
A,ACT,Y19,F,PER,UK	228502 
A,ACT,Y19,M,PER,AT	37129 
A,ACT,Y19,M,PER,BG	39129 
A,ACT,Y19,M,PER,CH	32384 
A,ACT,Y19,M,PER,CY	1008 
A,ACT,Y19,M,PER,CZ	35326 
A,ACT,Y19,M,PER,DK	20805 
A,ACT,Y19,M,PER,EE	4239 
A,ACT,Y19,M,PER,EL	25068 
A,ACT,Y19,M,PER,ES	142351 
A,ACT,Y19,M,PER,FI	14228 
A,ACT,Y19,M,PER,FR	134479 
A,ACT,Y19,M,PER,HU	28080 
A,ACT,Y19,M,PER,IE	16694 
A,ACT,Y19,M,PER,IT	117641 
A,ACT,Y19,M,PER,LI	157 
A,ACT,Y19,M,PER,LT	7443 
A,ACT,Y19,M,PER,LU	918 
A,ACT,Y19,M,PER,LV	7729 
A,ACT,Y19,M,PER,NL	69571 
A,ACT,Y19,M,PER,NO	52841 
A,ACT,Y19,M,PER,PL	128493 
A,ACT,Y19,M,PER,PT	37863 
A,ACT,Y19,M,PER,RO	81144 
A,ACT,Y19,M,PER,SE	28156 
A,ACT,Y19,M,PER,SI	4405 
A,ACT,Y19,M,PER,SK	24364 
A,ACT,Y19,M,PER,TR	512052 
A,ACT,Y19,M,PER,UK	256920 
A,ACT,Y19,T,PER,AT	65260 
A,ACT,Y19,T,PER,BG	68139 
A,ACT,Y19,T,PER,CH	60722 
A,ACT,Y19,T,PER,CY	2414 
A,ACT,Y19,T,PER,CZ	63105 
A,ACT,Y19,T,PER,DK	39577 
A,ACT,Y19,T,PER,EE	6591 
A,ACT,Y19,T,PER,EL	44783 
A,ACT,Y19,T,PER,ES	238821 
A,ACT,Y19,T,PER,FI	30285 
A,ACT,Y19,T,PER,FR	222533 
A,ACT,Y19,T,PER,HU	46726 
A,ACT,Y19,T,PER,IE	27966 
A,ACT,Y19,T,PER,IT	223068 
A,ACT,Y19,T,PER,LI	290 
A,ACT,Y19,T,PER,LT	12957 
A,ACT,Y19,T,PER,LU	1584 
A,ACT,Y19,T,PER,LV	13450 
A,ACT,Y19,T,PER,NL	135311 
A,ACT,Y19,T,PER,NO	104019 
A,ACT,Y19,T,PER,PL	232450 
A,ACT,Y19,T,PER,PT	67838 
A,ACT,Y19,T,PER,RO	136040 
A,ACT,Y19,T,PER,SE	58866 
A,ACT,Y19,T,PER,SI	7176 
A,ACT,Y19,T,PER,SK	50951 
A,ACT,Y19,T,PER,TR	843641 
A,ACT,Y19,T,PER,UK	485422 
A,ACT,Y20,F,PER,AT	33224 
A,ACT,Y20,F,PER,BG	28326 
A,ACT,Y20,F,PER,CH	31037 
A,ACT,Y20,F,PER,CY	1875 
A,ACT,Y20,F,PER,CZ	45442 
A,ACT,Y20,F,PER,DK	21647 
A,ACT,Y20,F,PER,EE	3358 
A,ACT,Y20,F,PER,EL	28463 
A,ACT,Y20,F,PER,ES	121402 
A,ACT,Y20,F,PER,FI	15987 
A,ACT,Y20,F,PER,FR	130344 
A,ACT,Y20,F,PER,HU	28003 
A,ACT,Y20,F,PER,IE	14134 
A,ACT,Y20,F,PER,IT	133945 
A,ACT,Y20,F,PER,LI	143 
A,ACT,Y20,F,PER,LT	7764 
